researcher_name,orcid,institution,country,works_count,cited_by_count
University of Gothenburg,,,,1761,0
Peter W. Roesky,https://orcid.org/0000-0002-0915-3893,Karlsruhe Institute of Technology,DE,1760,15375
Gilwoo Lee,,University of Washington,US,1760,0
P. Meridiani,https://orcid.org/0000-0002-8480-2259,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,IT,1760,108831
Y. Yamaguchi,https://orcid.org/0000-0002-3725-4800,Kyushu University,JP,1760,92454
Ying,,Hong Kong Polytechnic University,HK,1760,2773
C. Z. Yuan,https://orcid.org/0000-0002-1652-6686,Twitter (United States),US,1759,48737
Elliot K. Fishman,https://orcid.org/0000-0002-2567-1658,Johns Hopkins University,US,1759,64394
Ed. Marshall,,,,1759,160
Harry Vereecken,https://orcid.org/0000-0002-8051-8517,Forschungszentrum Jülich,DE,1759,42104
Benjamin List,https://orcid.org/0000-0002-9804-599X,Hokkaido University,JP,1759,45969
Robert J. Sternberg,https://orcid.org/0000-0001-7191-5169,Cornell University,US,1759,100437
Jason C. G. Halford,https://orcid.org/0000-0003-1629-3189,University of Leeds,GB,1759,18185
C. Lange,https://orcid.org/0000-0002-3632-3157,Paul Scherrer Institute,CH,1758,95948
Markus Graefen,https://orcid.org/0000-0003-3609-3512,Universität Hamburg,DE,1758,82899
张瑜,,Shanghai Jiao Tong University,CN,1758,80
Wang Peng,https://orcid.org/0009-0009-3447-3598,Central South University,CN,1758,125
T. Johansson,https://orcid.org/0000-0002-6945-716X,Uppsala University,SE,1758,27146
Tamás Varga,https://orcid.org/0000-0002-5492-866X,Pacific Northwest National Laboratory,US,1758,7184
Carlos M. Duarte,https://orcid.org/0000-0002-1213-1361,Centro de Investigação em Artes e Comunicação,PT,1758,150539
Jie Wang,https://orcid.org/0000-0001-7870-0646,Shandong University of Traditional Chinese Medicine,CN,1758,34310
Zhou,,National University of Defense Technology,CN,1758,4337
:unav,,,,1758,0
Lihong V. Wang,https://orcid.org/0000-0001-9783-4383,California Institute of Technology,US,1757,103462
Felix Y. Feng,https://orcid.org/0000-0002-0963-7687,,,1757,52002
Michael J. Keating,https://orcid.org/0000-0002-9121-6450,,,1757,96357
E. M. Da Costa,https://orcid.org/0000-0002-5016-6434,Universidade do Estado do Rio de Janeiro,BR,1757,99244
Michael D. Hill,https://orcid.org/0000-0002-6269-1543,Western University,CA,1757,93885
Bruce M. Psaty,https://orcid.org/0000-0002-7278-2190,University of Washington,US,1756,175129
S. Yoshida,https://orcid.org/0000-0003-2480-5105,Chiba University,JP,1756,55671
Mark Richards,https://orcid.org/0000-0002-2023-8177,Memorial Sloan Kettering Cancer Center,US,1756,53838
Jeongmin Kim,https://orcid.org/0000-0002-0468-8012,Kookmin University,KR,1756,5265
Krzysztof Matyjaszewski,https://orcid.org/0000-0003-1960-3402,Carnegie Mellon University,US,1756,161709
Ethan P. White,https://orcid.org/0000-0001-6728-7745,University of Florida,US,1756,10777
Jing Li,https://orcid.org/0000-0001-9392-6600,Hebei Agricultural University,CN,1756,30139
Liang Liang,https://orcid.org/0000-0001-8331-5822,Guangxi Normal University,CN,1756,3063
J. Terrón,https://orcid.org/0000-0003-0132-5723,Universidad Autónoma de Madrid,ES,1756,113087
H. Saka,https://orcid.org/0000-0001-7616-2573,University of Cyprus,CY,1755,92526
I. Grabowska-Bołd,https://orcid.org/0000-0001-9159-1210,Jagiellonian University,PL,1755,114466
Christiane Roulet,,,,1755,641
D. Ferenček,https://orcid.org/0000-0001-9116-1202,Ruđer Bošković Institute,HR,1755,97001
Bruno Dallapiccola,https://orcid.org/0000-0002-5031-1013,Bambino Gesù Children's Hospital,IT,1754,53445
Theodore Neff,,,,1754,2499
Meng Wang,https://orcid.org/0000-0003-4067-1127,University of Science and Technology of China,CN,1754,40929
Wayne Hall,https://orcid.org/0000-0003-1984-0096,The University of Queensland,AU,1754,103436
Celia J. A. Morgan,https://orcid.org/0000-0002-8858-4906,University of Exeter,GB,1754,10396
Børge G. Nordestgaard,https://orcid.org/0000-0002-1954-7220,University of Copenhagen,DK,1754,172164
M. Della Pietra,https://orcid.org/0000-0003-4446-3368,"Istituto Nazionale di Fisica Nucleare, Sezione di Napoli",IT,1754,108359
Bengt Winblad,https://orcid.org/0000-0002-0011-1179,Karolinska Institutet,SE,1754,121505
L. Fiorini,https://orcid.org/0000-0002-5070-2735,Universitat de València,ES,1754,112126
I. M. Trigger,https://orcid.org/0000-0002-6127-5847,Laboratoire de Physique Nucléaire et de Hautes Énergies,FR,1753,106383
S. Chekanov,https://orcid.org/0000-0001-7314-7247,Argonne National Laboratory,US,1753,94099
A. Kaczmarská,https://orcid.org/0000-0002-8880-4120,"Institute of Nuclear Physics, Polish Academy of Sciences",PL,1753,110080
C. Schiavi,https://orcid.org/0000-0003-0957-4994,University of Geneva,CH,1752,105770
F. De Guio,https://orcid.org/0000-0001-5927-8865,"Istituto Nazionale di Fisica Nucleare, Sezione di Milano Bicocca",IT,1752,96163
David W. Latham,https://orcid.org/0000-0001-9911-7388,Center for Astrophysics Harvard & Smithsonian,US,1752,66713
Mark D. Smith,https://orcid.org/0000-0001-6977-7131,University of South Carolina,US,1752,22828
Tadeusz Lis,https://orcid.org/0000-0003-0157-0649,University of Ljubljana,SI,1752,12207
A.D. Fryer,https://orcid.org/0000-0003-1712-9831,Oregon Health & Science University,US,1752,11995
M. Alhroob,https://orcid.org/0000-0001-7569-7111,University of Warwick,GB,1752,104003
I. Sýkora,https://orcid.org/0000-0003-3447-5621,Comenius University Bratislava,SK,1751,105035
P. Everaerts,https://orcid.org/0000-0003-3848-324X,University of Wisconsin System,US,1751,99274
이철희,,,,1751,159
S. Mohapatra,https://orcid.org/0000-0003-3006-6337,University of the Witwatersrand,ZA,1751,100993
Gang Wang,https://orcid.org/0000-0002-6705-4121,Panzhihua University,CN,1751,1753
Austin Gluth,,Washington State University Tri-Cities,US,1751,0
V. Sola,https://orcid.org/0000-0001-6288-951X,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”,IT,1751,100164
Sabeeha Merchant,https://orcid.org/0000-0002-2594-509X,"University of California, Berkeley",US,1751,0
Pa. Malecki,https://orcid.org/0000-0001-8183-0468,Centre National de la Recherche Scientifique,FR,1750,124371
박선영,,Korea Institute of Ocean Science and Technology,KR,1750,165
K. Lie,https://orcid.org/0000-0002-5779-5989,Hong Kong University of Science and Technology,HK,1749,103628
David Moss,https://orcid.org/0000-0001-5195-1744,Australian Research Council,AU,1749,51502
Xin Wang,https://orcid.org/0000-0001-8051-1481,Beihua University,CN,1749,38543
G. P. Van Onsem,https://orcid.org/0000-0002-1664-2337,Vrije Universiteit Brussel,BE,1749,97051
Chandra Earl,https://orcid.org/0000-0001-9850-882X,,,1749,0
T. Lesiak,https://orcid.org/0000-0002-3966-2998,"Institute of Nuclear Physics, Polish Academy of Sciences",PL,1748,66125
André B. P. Kuilenburg,https://orcid.org/0000-0002-7989-4910,Amsterdam Neuroscience,NL,1748,15714
S. Tsuno,https://orcid.org/0000-0002-2055-4364,High Energy Accelerator Research Organization,JP,1748,110339
A. Calderón,https://orcid.org/0000-0002-7205-2040,Universidad de Cantabria,ES,1748,104713
J. Steggemann,https://orcid.org/0000-0003-4420-5510,ETH Zurich,CH,1748,101616
Lauren Gawne,,,,1748,0
M. A. L. Leite,https://orcid.org/0000-0003-0392-3663,Universidade de São Paulo,BR,1747,115714
A. Grohsjean,https://orcid.org/0000-0003-0748-8494,Universität Hamburg,DE,1747,75666
L. Kreczko,https://orcid.org/0000-0003-2341-8330,University of Bristol,GB,1747,101651
Shipeng Li,https://orcid.org/0000-0002-1507-8674,Hebei Medical University,CN,1747,497
V. Kim,https://orcid.org/0000-0001-7161-2133,,,1747,109225
Martı́n Cammarota,https://orcid.org/0000-0001-9741-5074,Universidade Federal do Rio Grande do Norte,BR,1747,12254
David C. Christiani,https://orcid.org/0000-0002-0301-0242,Massachusetts Department of Public Health,US,1747,72961
M. Kaya,https://orcid.org/0000-0003-2890-4493,Erzincan Binali Yıldırım University,TR,1747,101687
S. Ye,https://orcid.org/0000-0002-7864-4282,University of Science and Technology of China,CN,1747,112586
Liu,,,,1747,4084
H. M. Gray,https://orcid.org/0000-0002-5293-4716,Lawrence Berkeley National Laboratory,US,1746,115573
Mérouane Debbah,https://orcid.org/0000-0001-8941-8080,Khalifa University of Science and Technology,AE,1746,69337
G. Petrucciani,https://orcid.org/0000-0003-0889-4726,European Organization for Nuclear Research,CH,1746,104888
artfletch,,,,1746,0
F. Golf,https://orcid.org/0000-0003-3567-9351,Boston University,US,1745,98588
Tilman Sauerbruch,https://orcid.org/0000-0001-7636-1134,University of Bonn,DE,1745,26867
S. Yang,https://orcid.org/0000-0002-0204-984X,Harbin University of Science and Technology,CN,1745,60572
V. Angelopoulos,https://orcid.org/0000-0001-7024-1561,Planetary Science Institute,US,1745,46337
Donna Neuberg,https://orcid.org/0000-0003-2566-3145,Dana-Farber Cancer Institute,US,1744,103419
A.S. Bogomyakov,https://orcid.org/0000-0002-6918-5459,International Tomography Center,RU,1744,4645
Keith T. Flaherty,https://orcid.org/0000-0002-3402-0478,Harvard University,US,1744,124001
Meenhard Herlyn,https://orcid.org/0000-0003-0839-0739,The Wistar Institute,US,1744,74181
Guang‐Can Guo,https://orcid.org/0000-0003-3771-9185,University of Science and Technology of China,CN,1744,40274
Roderic Page,https://orcid.org/0000-0002-7101-9767,University of Glasgow,GB,1744,20848
S. Udry,https://orcid.org/0000-0001-7576-6236,University of Geneva,CH,1744,77324
Paul D.P. Pharoah,https://orcid.org/0000-0001-8494-732X,Cedars-Sinai Medical Center,US,1744,99116
王斌,,,,1743,113
A. Jafari,https://orcid.org/0000-0001-7327-1870,Sharif University of Technology,IR,1743,99290
Alisdair R. Fernie,https://orcid.org/0000-0001-9000-335X,Center of Plant Systems Biology and Biotechnology,BG,1743,118490
W. H. Hopkins,https://orcid.org/0000-0001-7814-8740,Argonne National Laboratory,US,1743,86622
M. Konecki,https://orcid.org/0000-0001-9482-4841,Warsaw University of Technology,PL,1743,104912
J. Große-Knetter,https://orcid.org/0000-0003-3085-7067,University of Göttingen,DE,1743,113479
K. Özdemir,https://orcid.org/0000-0002-0103-1488,Izmir University,TR,1743,107770
Adnan I. Qureshi,https://orcid.org/0000-0003-4962-540X,University of Missouri Health System,US,1742,46071
F. Malek,https://orcid.org/0000-0002-0948-5775,Institut polytechnique de Grenoble,FR,1742,111761
Ju Young Lee,https://orcid.org/0000-0002-5531-9663,Catholic University of Korea,KR,1742,636
Morgan Rouprêt,https://orcid.org/0000-0001-8440-7075,Sorbonne Université,FR,1742,43795
Hyun Sook Kim,https://orcid.org/0000-0001-5662-7740,Gyeongsangnam-do Agricultural Research and Extension Services,KR,1742,5191
Xiaoping Zhang,https://orcid.org/0000-0003-0995-4989,Shenyang Pharmaceutical University,CN,1742,37600
Ralf Paus,https://orcid.org/0000-0002-3492-9358,University of Miami,US,1741,59559
G. Apollinari,https://orcid.org/0000-0002-5212-5396,Fermi National Accelerator Laboratory,US,1741,85675
GBIF.org User,,,,1741,0
Randy Showstack,,,,1740,1449
G. Darbo,https://orcid.org/0000-0003-2165-0638,"Istituto Nazionale di Fisica Nucleare, Sezione di Genova",IT,1740,115488
Mi Jeong Kim,https://orcid.org/0000-0002-6858-9195,Changwon National University,KR,1740,2247
T. Lari,https://orcid.org/0000-0002-1388-869X,Universitat de València,ES,1740,114157
Elio Ríboli,https://orcid.org/0000-0001-6795-6080,World Cancer Research Fund International,GB,1740,153779
B. Mindur,https://orcid.org/0000-0002-5511-2611,Jagiellonian University,PL,1740,111067
Zhou,,,,1740,2463
John Q. Trojanowski,https://orcid.org/0000-0002-9239-8794,University of Pennsylvania,US,1739,283573
S. Shmatov,https://orcid.org/0000-0001-5354-8350,European Organization for Nuclear Research,CH,1739,104700
Jaffer A. Ajani,https://orcid.org/0000-0001-9946-0629,The University of Texas MD Anderson Cancer Center,US,1738,119555
G. Sultanov,https://orcid.org/0000-0002-8030-3866,Bulgarian Academy of Sciences,BG,1738,97456
N. Ellis,https://orcid.org/0000-0002-1920-4930,,,1738,118442
S. Piperov,https://orcid.org/0000-0002-9266-7819,Purdue University Northwest,US,1738,103978
Г. А. Толстиков,,Russian Academy of Sciences,RU,1738,4372
Hongyun Zhao,https://orcid.org/0000-0002-1251-3888,Stanford University,US,1737,10942
Ioan Pop,https://orcid.org/0000-0002-0660-6543,Babeș-Bolyai University,RO,1737,71298
Jennifer Kyle,,Pacific Northwest National Laboratory,US,1737,62
E. Pianori,https://orcid.org/0000-0001-9233-5892,Rutherford Appleton Laboratory,GB,1736,101898
Marcy J. Bubar,,The University of Texas Medical Branch at Galveston,US,1736,2231
M. Cepeda,https://orcid.org/0000-0002-6076-4083,Universidad Complutense de Madrid,ES,1736,97305
Diego Mendes Lima,,Universidade Federal da Paraíba,BR,1735,249
F. Legger,https://orcid.org/0000-0003-1400-0709,University of Geneva,CH,1735,104886
Richard A. Scolyer,https://orcid.org/0000-0002-8991-0013,The University of Sydney,AU,1735,115228
Haiyan Wang,https://orcid.org/0000-0002-7397-1209,E.O. Paton Electric Welding Institute,UA,1735,51073
Ron Johnston,https://orcid.org/0000-0003-3031-8573,University of Glasgow,GB,1734,32809
Alexander R. Vaccaro,https://orcid.org/0000-0002-8073-0796,Thomas Jefferson University,US,1734,54707
Aldo R. Boccaccini,https://orcid.org/0000-0002-7377-2955,Friedrich-Alexander-Universität Erlangen-Nürnberg,DE,1734,90106
S. Stone,https://orcid.org/0000-0002-2122-771X,Syracuse University,US,1734,97694
G. Dissertori,https://orcid.org/0000-0002-4549-2569,ETH Zurich,CH,1734,130774
Bruce Thompson,https://orcid.org/0000-0002-5885-0652,The University of Melbourne,AU,1733,123520
Roland Bitsch,https://orcid.org/0000-0003-4618-4434,,,1733,4234
I.H. White,https://orcid.org/0000-0002-7368-0305,University of Cambridge,GB,1733,16606
Yu Chen,https://orcid.org/0000-0001-9545-6761,Xihua University,CN,1733,50430
S. Gennai,https://orcid.org/0000-0001-5269-8517,"Istituto Nazionale di Fisica Nucleare, Sezione di Milano Bicocca",IT,1733,105128
T. Lampén,https://orcid.org/0000-0002-8398-4249,Helsinki Institute of Physics,FI,1733,129842
Th. Müller,https://orcid.org/0000-0002-7646-8115,Max Planck Institute for Extraterrestrial Physics,DE,1733,85690
T. Davídek,https://orcid.org/0000-0002-3770-8307,Charles University,CZ,1732,113355
T. Kono,https://orcid.org/0000-0003-1553-2950,Ochanomizu University,JP,1732,109984
A. Massironi,https://orcid.org/0000-0002-0782-0883,"Istituto Nazionale di Fisica Nucleare, Sezione di Milano Bicocca",IT,1732,99716
GBIF.org User,,,,1732,0
M. C. Vetterli,https://orcid.org/0000-0002-7223-2965,Simon Fraser University,CA,1731,108700
Anton M. Koekemoer,https://orcid.org/0000-0002-6610-2048,Space Telescope Science Institute,US,1731,91334
Kevin M. Smith,https://orcid.org/0000-0002-6736-4779,Louisiana State University,US,1731,40171
Patrick M. Sexton,https://orcid.org/0000-0001-8902-2473,Laboratoire de Biologie Physico-Chimique des Protéines Membranaires,FR,1731,31221
Roman Hájek,https://orcid.org/0000-0001-6955-6267,University of Ostrava,CZ,1731,36364
WANG Feng Hui,,,,1730,105
Nicholas J. Wareham,https://orcid.org/0000-0003-1422-2993,University of Cambridge,GB,1730,217232
A. Formica,https://orcid.org/0000-0001-8308-2643,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,FR,1730,111626
Hye Young Kim,https://orcid.org/0000-0002-1593-3933,Jeonbuk National University,KR,1729,2220
Francesc Lloret,https://orcid.org/0000-0003-2959-0879,Universitat de València,ES,1729,30809
Dimitri N. Mavris,https://orcid.org/0000-0001-8783-4988,Georgia Institute of Technology,US,1729,14469
Ying Wang,https://orcid.org/0000-0002-1407-2668,Sun Yat-sen University,CN,1729,42104
S. Sharma,https://orcid.org/0000-0002-2037-2325,University of California San Diego,US,1729,126314
Arul M. Chinnaiyan,https://orcid.org/0000-0001-9282-3415,Howard Hughes Medical Institute,US,1728,99563
Filippo Crea,https://orcid.org/0000-0002-9482-411X,Università Cattolica del Sacro Cuore,IT,1728,77200
Nicola Simola,https://orcid.org/0000-0001-7296-3197,University of Cagliari,IT,1728,5149
Alois Knoll,https://orcid.org/0000-0003-4840-076X,Technical University of Munich,DE,1728,26586
Sheng Liu,https://orcid.org/0000-0001-6033-078X,Wuhan University of Technology,CN,1728,27499
Bryan Killinger,https://orcid.org/0000-0001-8544-648X,Rush University Medical Center,US,1728,0
C. Roda,https://orcid.org/0000-0002-3020-4114,University of Pisa,IT,1727,108613
Matthias Wagner,https://orcid.org/0000-0001-5806-8276,Goethe University Frankfurt,DE,1727,13838
C. Battilana,https://orcid.org/0000-0002-3753-3068,"Istituto Nazionale di Fisica Nucleare, Sezione di Bologna",IT,1727,105246
J. Mnich,https://orcid.org/0000-0001-7242-8426,Deutsches Elektronen-Synchrotron DESY,DE,1727,115127
Juan Carlos,,,,1727,928
M. Mohammadi Najafabadi,https://orcid.org/0000-0001-6131-5987,University College Dublin,IE,1727,107986
Feng,,,,1727,1830
Alyson J. Bond,,,,1727,7224
N. Öztürk,https://orcid.org/0000-0003-1125-6784,The University of Texas at Arlington,US,1726,109980
Mehmet Haberal,https://orcid.org/0000-0002-3462-7632,Başkent University,TR,1726,15798
Chiara Zazzaro,https://orcid.org/0000-0002-5677-326X,University of Naples - L'Orientale,IT,1726,264
Gilles Salles,https://orcid.org/0000-0002-9541-8666,Memorial Sloan Kettering Cancer Center,US,1726,80278
Jalid Sehouli,https://orcid.org/0000-0002-5963-6623,European Society of Gynaecological Oncology,CH,1725,45590
Marta Goula,https://orcid.org/0000-0001-6308-342X,Reig Jofre (Spain),ES,1725,864
Kjell Fuxé,https://orcid.org/0000-0001-8491-4288,Karolinska University Hospital,SE,1725,103496
Lei Zhang,https://orcid.org/0000-0003-1592-9966,Liaoning University of Technology,CN,1725,11240
G. Redlinger,https://orcid.org/0000-0002-6437-9991,Tel Aviv University,IL,1725,111724
김태호,,,,1725,135
E. Sauvan,https://orcid.org/0000-0003-1921-2647,Centre National de la Recherche Scientifique,FR,1725,100732
Jouni Uitto,https://orcid.org/0000-0003-4639-807X,Thomas Jefferson University,US,1724,53731
Björn W. Schuller,https://orcid.org/0000-0002-6478-8699,University of Augsburg,DE,1724,55978
M. Tomoto,https://orcid.org/0000-0002-4603-2070,High Energy Accelerator Research Organization,JP,1724,108377
