organization_name,country,type,city,homepage_url,works_count,cited_by_count
Dokuz Eylül University,TR,education,Izmir,https://www.deu.edu.tr,36628,1293871
University Hospital Bonn,DE,healthcare,Bonn,https://www.ukb.uni-bonn.de/,36588,2300737
Hammersmith Hospital,GB,healthcare,London,http://www.imperial.nhs.uk/hammersmith/index.htm,36585,6275816
Manchester Metropolitan University,GB,education,Manchester,https://www.mmu.ac.uk,36570,1433955
Universitat Rovira i Virgili,ES,education,Tarragona,https://www.urv.cat,36562,2638737
Lake Champlain Maritime Museum,US,archive,Vergennes,https://www.lcmm.org/,36543,183
Academia Sinica,TW,facility,Taipei,http://www.sinica.edu.tw/main_e.shtml,36521,1932225
Online Computer Library Center,US,funder,Dublin,https://www.oclc.org,36517,14720
Xuzhou Medical College,CN,education,Tongshan,http://en.xzmc.edu.cn/,36499,1651807
Montefiore Medical Center,US,healthcare,Bronx,https://montefioreeinstein.org,36356,2462512
Universidad de Extremadura,ES,education,Badajoz,https://www.unex.es,36326,1723684
Brandeis University,US,education,Waltham,https://www.brandeis.edu,36301,5552541
Fujian Normal University,CN,education,Fuzhou,https://www.fjnu.edu.cn,36296,1344759
National Heart Lung and Blood Institute,US,facility,Bethesda,http://www.nhlbi.nih.gov/,36248,9337022
University School,US,education,Cleveland,https://www.us.edu/page,36211,2587412
United States Food and Drug Administration,US,government,Silver Spring,http://www.fda.gov/,36150,3370868
Universidade Federal de Mato Grosso,BR,education,Cuiabá,http://www.ufmt.br/ufmt/site/,36068,487661
Uniformed Services University of the Health Sciences,US,education,Bethesda,https://www.usuhs.edu/,36063,3011432
IBM Research - Thomas J. Watson Research Center,US,facility,Yorktown Heights,http://research.ibm.com/labs/watson/index.shtml,36062,4810651
Marquette University,US,education,Milwaukee,https://www.marquette.edu,36028,1220556
Novartis (Switzerland),CH,company,Basel,https://www.novartis.com/,36025,5632033
UCLA Health,US,healthcare,Los Angeles,https://www.uclahealth.org/Pages/Home.aspx,36022,2104618
United Arab Emirates University,AE,education,Al Ain,https://www.uaeu.ac.ae,36020,1609572
University of Canberra,AU,education,Canberra,https://www.canberra.edu.au,36000,1201676
Missouri University of Science and Technology,US,education,Rolla,http://www.mst.edu/,35988,1901210
Taipei Veterans General Hospital,TW,healthcare,Taipei,http://www.vghtpe.gov.tw/,35953,3072257
Kangwon National University,KR,education,Chuncheon,https://www.kangwon.ac.kr,35684,1778658
Pontificia Universidad Javeriana,CO,education,Bogotá,http://www.javeriana.edu.co/home,35671,550941
St. Michael's Hospital,CA,healthcare,Toronto,https://unityhealth.to/locations/st-michaels-hospital/,35631,4522197
Vietnam Academy of Science and Technology,VN,government,Hanoi,https://vast.gov.vn,35628,694899
Gyeongsang National University,KR,education,Jinju-si,http://eng.gnu.ac.kr/main/,35605,2175608
Essen University Hospital,DE,funder,Essen,https://www.uk-essen.de,35525,2454923
United States Air Force Research Laboratory,US,facility,Wright-Patterson AFB,https://www.afrl.af.mil,35495,1398397
University of Mataram,ID,education,Mataram,http://unram.ac.id/,35490,206137
State University of Makassar,ID,education,Makassar,http://www.unm.ac.id/,35460,136715
Cranfield University,GB,education,Cranfield,https://www.cranfield.ac.uk,35451,2241679
Ottawa Hospital,CA,healthcare,Ottawa,http://www.ottawahospital.on.ca/,35450,4386063
Hadassah Medical Center,IL,healthcare,Jerusalem,http://www.hadassah-med.com/,35444,3279629
Kurchatov Institute,RU,facility,Moscow,http://www.nrcki.ru/e/engl.html,35433,3626818
Lodz University of Technology,PL,education,Lodz,https://p.lodz.pl,35423,859051
Northern Illinois University,US,education,DeKalb,https://www.niu.edu,35394,2664681
University of Chieti-Pescara,IT,education,Chieti,https://www.unich.it,35333,2597047
"Birkbeck, University of London",GB,education,London,https://www.bbk.ac.uk,35302,1817992
Shantou University,CN,education,Shantou,https://www.stu.edu.cn,35267,1814931
Universidad de Londres,MX,education,Mexico City,https://udlondres.com,35264,851212
Mie University,JP,education,Tsu,http://www.mie-u.ac.jp/en/,35220,2044725
Illinois Institute of Technology,US,education,Chicago,https://www.iit.edu,35203,1702960
Auckland University of Technology,NZ,education,Auckland,http://www.aut.ac.nz/,35201,8207315
Hubei University,CN,education,Wuhan,https://hubu.edu.cn,35193,1692525
SickKids Foundation,CA,funder,Toronto,http://www.sickkidsfoundation.com/,35181,3875418
Université de Reims Champagne-Ardenne,FR,education,Reims,https://www.univ-reims.fr,35167,1565995
Princess Margaret Cancer Centre,CA,healthcare,Toronto,http://www.uhn.ca/PrincessMargaret,35162,4635011
Lovely Professional University,IN,education,Phagwāra,http://www.lpu.in/,35140,780021
University of Bradford,GB,education,Bradford,https://www.bradford.ac.uk/external,35112,1434151
Mexican Social Security Institute,MX,government,Mexico City,http://www.imss.gob.mx/,35099,955827
Hôpital Necker-Enfants Malades,FR,healthcare,Paris,http://hopital-necker.aphp.fr/,35079,3639324
Heriot-Watt University,GB,education,Edinburgh,http://www.hw.ac.uk/,34990,1846841
Zhejiang Normal University,CN,education,Jinhua,https://www.zjnu.edu.cn,34987,1766727
Nanjing University of Chinese Medicine,CN,education,Nanjing,https://www.njucm.edu.cn,34978,1818933
Universidad de Cantabria,ES,education,Santander,https://web.unican.es,34922,4635282
Babeș-Bolyai University,RO,education,Cluj-Napoca,https://www.ubbcluj.ro,34911,856891
Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo,BR,healthcare,São Paulo,http://www.hc.fm.usp.br/,34883,1941596
Amrita Vishwa Vidyapeetham,IN,education,Coimbatore,https://www.amrita.edu/,34882,928213
Siberian Branch of the Russian Academy of Sciences,RU,funder,Novosibirsk,http://www.sbras.ru/en,34860,2431742
Binus University,ID,education,Jakarta,http://binus.ac.id/,34836,258088
University of Akron,US,education,Akron,http://www.uakron.edu/,34817,1960214
École des hautes études en sciences sociales,FR,facility,Paris,https://www.ehess.fr,34795,345954
Khalifa University of Science and Technology,AE,education,Abu Dhabi,https://www.ku.ac.ae/,34794,1042722
Center for Cancer Research,US,facility,Bethesda,https://ccr.cancer.gov/,34736,9494146
Universitätsklinikum Erlangen,DE,healthcare,Erlangen,http://www.uk-erlangen.de/en/,34729,2602233
Yokohama National University,JP,education,Yokohama,https://www.ynu.ac.jp,34677,1158814
National Hospital for Neurology and Neurosurgery,GB,healthcare,London,https://www.uclh.nhs.uk/OurServices/OurHospitals/NHNN/Pages/Home.aspx,34648,5694562
Federico II University Hospital,IT,healthcare,Naples,http://www.policlinico.unina.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1,34636,2568335
Chengdu University of Technology,CN,education,Chengdu,https://cdut.edu.cn,34621,1054968
Jiangsu Province Hospital,CN,healthcare,Nanjing,http://www.jsph.net/,34614,2269646
Universidad Nacional de Educación a Distancia,ES,education,Madrid,https://www.uned.es,34587,787591
University of Wuppertal,DE,education,Wuppertal,https://www.uni-wuppertal.de,34569,4533159
Science Oxford,GB,nonprofit,Oxford,https://scienceoxford.com,34559,1656586
Microsoft (United States),US,company,Redmond,https://www.microsoft.com/en-us,34519,4580017
TUM Klinikum,DE,healthcare,Munich,https://www.mri.tum.de/,34519,3099573
Sriwijaya University,ID,education,Palembang,https://www.unsri.ac.id,34497,246685
Andalas University,ID,education,Padang,https://www.unand.ac.id,34485,275894
Beijing National Laboratory for Molecular Sciences,CN,facility,Beijing,http://bnlms.iccas.ac.cn/index.php?styleid=2,34467,7731806
Kasetsart University,TH,education,Bangkok,http://www.ku.ac.th/web2012/index.php?c=adms&m=mainpage1,34449,973064
Wright State University,US,education,Dayton,http://www.wright.edu/,34441,1488140
Indian Institute of Technology Guwahati,IN,education,Guwahati,https://iitg.ac.in,34429,1521063
Universidade Federal de Sergipe,BR,education,Aracaju,http://www.ufs.br/,34399,698360
Paderborn University,DE,education,Paderborn,http://www.uni-paderborn.de/en/,34392,1208109
Shizuoka University,JP,education,Shizuoka,http://www.shizuoka.ac.jp/,34391,1176083
Xiangtan University,CN,education,Xiangtan,https://www.xtu.edu.cn,34389,1749272
Universidade Federal de Lavras,BR,education,Lavras,https://ufla.br,34355,1122149
Agostino Gemelli University Polyclinic,IT,healthcare,Rome,https://www.policlinicogemelli.it/,34212,2247734
North Dakota State University,US,education,Fargo,http://www.ndsu.edu/,34212,1810170
Nagoya Institute of Technology,JP,education,Nagoya,https://www.nitech.ac.jp,34178,1105014
Université de Picardie Jules Verne,FR,education,Amiens,https://www.u-picardie.fr/,34130,1441782
Sepuluh Nopember Institute of Technology,ID,education,Surabaya,https://www.its.ac.id,34094,418055
Universidade Federal Rural de Pernambuco,BR,education,Recife,https://www.ufrpe.br,34085,670380
Catholic University of America,US,education,Washington D.C.,http://www.cua.edu/,34048,1879764
Centre Hospitalier Universitaire de Lille,FR,funder,Lille,https://www.chu-lille.fr,34026,2568491
Savitribai Phule Pune University,IN,education,Pune,http://www.unipune.ac.in/,33980,1164281
Shell (Netherlands),NL,company,The Hague,http://www.shell.com/,33975,978194
Health Sciences Centre,CA,healthcare,Winnipeg,http://www.hsc.mb.ca/,33960,3200322
Princess Nourah bint Abdulrahman University,SA,education,Riyadh,http://www.pnu.edu.sa/en,33918,552647
University of Maine,US,education,Orono,http://umaine.edu/,33916,1824141
Intel (United States),US,company,Santa Clara,https://www.intel.com/content/www/us/en/homepage.html,33912,2810733
Division of Materials Science and Engineering,AU,facility,Canberra,,33909,2531291
University of Córdoba,ES,education,Córdoba,https://www.uco.es,33841,2562949
Institute of Geographic Sciences and Natural Resources Research,CN,facility,Beijing,http://english.igsnrr.cas.cn/,33816,2565767
The University of Texas at El Paso,US,education,El Paso,http://www.utep.edu/,33751,1404267
University of Mannheim,DE,education,Mannheim,https://www.uni-mannheim.de/en/,33746,1468534
Moscow Institute of Physics and Technology,RU,education,Dolgoprudnyy,https://mipt.ru/en/,33735,968469
Louisiana State University Agricultural Center,US,education,Baton Rouge,http://www.lsuagcenter.com/,33728,764156
National Oceanic and Atmospheric Administration,US,government,Washington,http://www.noaa.gov/,33694,3696114
Escuela Oficial de Idiomas de Granada,ES,education,Granada,https://www.eoidegranada.org,33667,2942
International Islamic University Malaysia,MY,education,Kuala Lumpur,http://www.iium.edu.my/,33605,670336
Prince of Songkla University,TH,education,Songkhla,http://www.en.psu.ac.th/,33583,1178721
Menoufia University,EG,education,Shibīn al Kawm,http://www.menofia.edu.eg/,33570,779994
Dalian Maritime University,CN,education,Dalian,https://www.dlmu.edu.cn/,33568,1191064
Hospital Universitario La Paz,ES,healthcare,Madrid,http://hulp.es/,33551,1552263
Hospital of the University of Pennsylvania,US,healthcare,Philadelphia,http://www.pennmedicine.org/hospital-university-pennsylvania/,33474,2949178
SLAC National Accelerator Laboratory,US,facility,Menlo Park,https://www6.slac.stanford.edu/,33468,10645330
Copenhagen Business School,DK,education,Copenhagen,https://www.cbs.dk,33465,880013
State University of Medan,ID,education,Medan,https://www.unimed.ac.id/,33439,140310
Universidad Autónoma de Nuevo León,MX,education,San Nicolás de los Garza,http://www.uanl.mx/,33427,883657
San Jose State University,US,education,San Jose,https://sjsu.edu,33412,717856
Pontificia Universidad Católica del Perú,PE,education,Lima,http://www.pucp.edu.pe/,33391,332672
Prince Sattam Bin Abdulaziz University,SA,education,Al Kharj,https://www.psau.edu.sa,33385,707576
Sinopec (China),CN,company,Beijing,http://www.sinopecgroup.com/group/en/,33381,727541
Universität Greifswald,DE,education,Greifswald,https://www.uni-greifswald.de,33367,2232583
Dublin City University,IE,education,Dublin,https://www.dcu.ie,33364,1511739
University of Hertfordshire,GB,education,Hatfield,https://www.herts.ac.uk,33362,1675360
Universitas Muhammadiyah Tapanuli Selatan,ID,education,Padangsidempuan,http://um-tapsel.ac.id/,33338,177025
Smithsonian Institution,US,government,Washington,https://www.si.edu,33336,1458817
Chandigarh University,IN,education,Mohali,http://www.cuchd.in/,33308,441151
Benha University,EG,education,Banhā,http://www.bu.edu.eg/en/,33302,605131
Kaiser Permanente,US,nonprofit,Oakland,https://healthy.kaiserpermanente.org/,33277,3708344
Universidade da Coruña,ES,education,A Coruña,https://www.udc.gal/,33276,1451920
Helmholtz Zentrum München,DE,facility,Munich,http://www.helmholtz-muenchen.de,33268,5723627
Universidade Federal de Mato Grosso do Sul,BR,education,Campo Grande,https://www.ufms.br,33238,573035
Quaid-i-Azam University,PK,education,Islamabad,http://www.qau.edu.pk/,33237,1767664
Petersburg Nuclear Physics Institute,RU,facility,Gatchina,http://www.pnpi.spb.ru/,33236,3383900
Universitas Syiah Kuala,ID,education,Banda Aceh,https://usk.ac.id,33229,394958
University of Iceland,IS,education,Reykjavik,https://www.hi.is,33215,2778460
University of Hohenheim,DE,education,Stuttgart,https://www.uni-hohenheim.de,33212,2303121
University of Nairobi,KE,education,Nairobi,http://www.uonbi.ac.ke/,33203,919500
Southern Illinois University Carbondale,US,education,Carbondale,http://www.siu.edu/,33200,1444801
Université Savoie Mont Blanc,FR,education,Chambéry,https://www.univ-smb.fr/,33176,4006942
Kunming Medical University,CN,education,Kunming,https://www.kmmc.cn,33153,1146589
Tata Institute of Fundamental Research,IN,education,Mumbai,http://www.tifr.res.in/,33105,4154575
New York Medical College,US,education,Valhalla,http://www.nymc.edu/,33089,2538530
Southwest Petroleum University,CN,education,Chengdu,https://www.swpu.edu.cn,33070,1482671
Weill Cornell Medicine,US,education,New York,https://weill.cornell.edu,33048,2727703
Institut Curie,FR,nonprofit,Paris,http://www.institut-curie.org/,33046,4820738
Providence College,US,education,Providence,https://www.providence.edu/,33026,2102274
Veterans Health Administration,US,government,Washington D.C.,http://www.va.gov/health/,33022,5123635
Institut National des Sciences Appliquées de Lyon,FR,education,Lyon,https://www.insa-lyon.fr,33020,1363112
Panjab University,IN,education,Chandigarh,http://puchd.ac.in/,32958,3073452
Lanzhou University of Technology,CN,education,Lanzhou,http://www.english.lut.cn/,32951,1247086
Roswell Park Comprehensive Cancer Center,US,facility,Buffalo,https://www.roswellpark.org/,32938,3957658
Consorci Institut D'Investigacions Biomediques August Pi I Sunyer,ES,facility,Barcelona,http://www.idibaps.org/,32882,4882445
City College of New York,US,education,New York,http://www.ccny.cuny.edu/,32845,1916869
Ministry of Natural Resources,CN,government,Beijing,http://www.mnr.gov.cn/,32800,1409078
Sejong University,KR,education,Seoul,http://www.sejong.ac.kr/,32779,1781802
Western Michigan University,US,education,Kalamazoo,https://wmich.edu,32752,948749
University Hospital Schleswig-Holstein,DE,healthcare,Kiel,https://www.uksh.de,32733,2503933
University of Kassel,DE,education,Kassel,https://www.uni-kassel.de/uni,32715,1112562
Ritsumeikan University,JP,education,Kyoto,http://www.ritsumei.ac.jp/eng/,32696,896411
Michigan Technological University,US,education,Houghton,https://www.mtu.edu,32694,1664021
Henan Polytechnic University,CN,education,Jiaozuo,https://www.hpu.edu.cn,32674,1107317
University of Alaska Fairbanks,US,education,Fairbanks,http://www.uaf.edu/,32641,2129927
Woods Hole Oceanographic Institution,US,funder,Falmouth,https://www.whoi.edu,32615,3151985
Universitas Islam Negeri Sumatera Utara,ID,education,Medan,https://uinsu.ac.id,32612,83735
Guy's and St Thomas' NHS Foundation Trust,GB,healthcare,London,http://www.guysandstthomas.nhs.uk/Home.aspx,32570,2615277
