funding_id,funding_title,funding_agency,funding_type,research_domain,keywords,eligibility,funding_amount,currency,application_deadline,duration,country,description,application_url,status,created_at
AU-ARC-2026-13667,Collaborative Research on Data Visualization for Global Scale Applications,Australian Research Council,Grant,Data Science,"data science, arc, data visualization, feature engineering, data cleaning","Academic institutions, non-profit research organizations, and small businesses.",1870000.0,AUD,2026-06-07,36 months,AU,"This program supports collaborative research on research into data visualization for global scale applications. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Australian Research Council (ARC) aims to foster innovation in the field of Data Science.",https://www.arc.gov/funding/grants/au-arc-2026-13667,ARCHIVED,2026-03-27
JP-JSPS-2026-55698,Investigation of Big Data for Next-Generation Infrastructures,Japan Society for the Promotion of Science,Award,Data Science,"data science, jsps, data cleaning, predictive analytics, feature engineering","Individual researchers, scientists, and postdoctoral fellows.",684000.0,JPY,2027-03-03,60 months,JP,"This program supports investigation of research into big data for next-generation infrastructures. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Japan Society for the Promotion of Science (JSPS) aims to foster innovation in the field of Data Science.",https://www.jsps.gov/funding/grants/jp-jsps-2026-55698,OPEN,2026-03-11
US-DOE-2026-28156,Foundational Studies in Feature Engineering using Predictive Analytics,Department of Energy,Award,Data Science,"data science, doe, feature engineering, predictive analytics, big data",Open to all international organizations and researchers.,969000.0,USD,2027-04-20,24 months,US,"This program supports foundational studies in research into feature engineering using predictive analytics. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Department of Energy (DOE) aims to foster innovation in the field of Data Science.",https://www.doe.gov/funding/grants/us-doe-2026-28156,OPEN,2026-03-19
CA-CIHR-2026-60755,Development of Data Cleaning with Adaptive Feedback,Canadian Institutes of Health Research,Award,Data Science,"data science, cihr, feature engineering, big data, data visualization","Academic institutions, non-profit research organizations, and small businesses.",1557000.0,CAD,2026-06-06,36 months,CA,"This program supports development of research into data cleaning with adaptive feedback. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Data Science.",https://www.cihr.gov/funding/grants/ca-cihr-2026-60755,ARCHIVED,2026-02-24
EU-HEU-2026-83537,Investigation of Feature Engineering in High-Risk Environments,Horizon Europe,Award,Data Science,"data science, heu, statistical inference, big data, data visualization","Individual researchers, scientists, and postdoctoral fellows.",1317000.0,EUR,2026-08-20,60 months,EU,"This program supports investigation of research into feature engineering in high-risk environments. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Horizon Europe (HEU) aims to foster innovation in the field of Data Science.",https://www.heu.gov/funding/grants/eu-heu-2026-83537,OPEN,2026-06-21
US-NSF-2026-25765,Foundational Studies in Data Visualization for Sustainable Development,National Science Foundation,Award,Data Science,"data science, nsf, feature engineering, statistical inference, data cleaning","Academic institutions, non-profit research organizations, and small businesses.",471000.0,USD,2027-06-20,24 months,US,"This program supports foundational studies in research into data visualization for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Data Science.",https://www.nsf.gov/funding/grants/us-nsf-2026-25765,OPEN,2026-05-03
GB-UKRI-2026-62664,Engineering Next-Generation Big Data using Predictive Analytics,UK Research and Innovation,Contract,Data Science,"data science, ukri, data cleaning, big data, predictive analytics","Individual researchers, scientists, and postdoctoral fellows.",945000.0,GBP,2026-11-04,24 months,GB,"This program supports engineering next-generation research into big data using predictive analytics. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The UK Research and Innovation (UKRI) aims to foster innovation in the field of Data Science.",https://www.ukri.gov/funding/grants/gb-ukri-2026-62664,OPEN,2026-07-07
US-NIH-2026-25026,Investigation of Statistical Inference in Modern Industry,National Institutes of Health,Fellowship,Data Science,"data science, nih, big data, data visualization, predictive analytics","Individual researchers, scientists, and postdoctoral fellows.",424000.0,USD,2026-07-26,36 months,US,"This program supports investigation of research into statistical inference in modern industry. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Institutes of Health (NIH) aims to foster innovation in the field of Data Science.",https://www.nih.gov/funding/grants/us-nih-2026-25026,OPEN,2026-04-30
US-NSF-2026-90540,Advancements in Data Visualization for Sustainable Development,National Science Foundation,Contract,Data Science,"data science, nsf, predictive analytics, data visualization, data cleaning",Consortia of higher education institutions and private industry partners.,848000.0,USD,2026-10-13,12 months,US,"This program supports advancements in research into data visualization for sustainable development. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The National Science Foundation (NSF) aims to foster innovation in the field of Data Science.",https://www.nsf.gov/funding/grants/us-nsf-2026-90540,OPEN,2026-06-28
CA-CIHR-2026-25855,Research on Data Visualization to Improve Social Well-being,Canadian Institutes of Health Research,Contract,Data Science,"data science, cihr, statistical inference, feature engineering, data cleaning","Academic institutions, non-profit research organizations, and small businesses.",534000.0,CAD,2027-03-10,48 months,CA,"This program supports research on research into data visualization to improve social well-being. Applicants should submit proposals that outline technical specifications, project timelines, and impact metrics. The Canadian Institutes of Health Research (CIHR) aims to foster innovation in the field of Data Science.",https://www.cihr.gov/funding/grants/ca-cihr-2026-25855,OPEN,2026-02-10
