search URL:,https://patents.google.com/?q=%28Artificial+Intelligence%29&oq=Artificial+Intelligence,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
US-6061695-A,Operating system shell having a windowing graphical user interface with a desktop displayed as a hypertext multimedia document ,Microsoft Corporation,"Benjamin W. Slivka, Teresa Anne Martineau, Christopher Ralph Brown, George Pitt, Satoshi Nakajima, Sankar Ramasubtamanian, Mike Sheldon",1996-12-06,1996-12-06,2000-05-09,2000-05-09,https://patents.google.com/patent/US6061695A/en,https://patentimages.storage.googleapis.com/b3/6e/22/4d2544ca4e3a4f/US6061695-drawings-page-2.png
US-7873654-B2,Multimodal natural language query system for processing and analyzing voice and proximity-based queries ,"The Intellection Group, Inc.",David E. Bernard,2005-01-24,2008-03-14,2011-01-18,2011-01-18,https://patents.google.com/patent/US7873654B2/en,https://patentimages.storage.googleapis.com/52/87/11/852e229d8c5e3f/US07873654-20110118-D00000.png
US-6060722-A,Optical reader having illumination assembly including improved aiming pattern generator ,"Havens; William H., Pidhirny; John M., Hennick; Robert J.","William H. Havens, John M. Pidhirny, Robert J. Hennick",1995-05-15,1997-09-24,2000-05-09,2000-05-09,https://patents.google.com/patent/US6060722A/en,https://patentimages.storage.googleapis.com/fd/05/d1/d925dd2c4ba0d8/US6060722-drawings-page-2.png
US-9351673-B2,Method and apparatus for demodulating signals in a pulse oximetry system ,Masimo Corporation,"Mohamed K. Diab, Walter M. Weber, Ammar Al-Ali",1997-04-14,2014-05-05,2016-05-31,2016-05-31,https://patents.google.com/patent/US9351673B2/en,https://patentimages.storage.googleapis.com/4e/8b/79/3c27ba784065de/US09351673-20160531-D00000.png
US-5354977-A,Optical scanning head ,Alex Roustaei,Alex Roustaei,1992-02-27,1992-10-23,1994-10-11,1994-10-11,https://patents.google.com/patent/US5354977A/en,https://patentimages.storage.googleapis.com/e2/d1/40/f6104b7fff6801/US5354977-drawings-page-2.png
US-6122572-A,Autonomous command and control unit for mobile platform ,State Of Israel,Arie Yavnai,1995-05-08,1996-04-29,2000-09-19,2000-09-19,https://patents.google.com/patent/US6122572A/en,https://patentimages.storage.googleapis.com/7d/dd/1b/8b8c1db5eb2f09/US6122572-drawings-page-3.png
US-5794259-A,Apparatus and methods to enhance web browsing on the internet ,"Lextron Systems, Inc",Dan Kikinis,1996-07-25,1996-07-25,1998-08-11,1998-08-11,https://patents.google.com/patent/US5794259A/en,https://patentimages.storage.googleapis.com/8e/9a/13/b47d1db766c5f6/US5794259-drawings-page-2.png
US-6476830-B1,Virtual objects for building a community in a virtual world ,Fujitsu Software Corporation,"Randy Farmer, Chris Morningstar, John E. Onusko, Norman Morse",1996-08-02,1996-08-02,2002-11-05,2002-11-05,https://patents.google.com/patent/US6476830B1/en,https://patentimages.storage.googleapis.com/93/52/b3/1a5b64b6439c7e/US6476830-drawings-page-3.png
US-6104291-A,Method and apparatus for testing RFID tags ,Intermec Ip Corp.,"Luc Beauvillier, Michael John Brady, Dah-Weih Duan, Daniel J. Friedman, Paul Andrew Moskowitz, Philip Murphy",1998-01-09,1998-10-06,2000-08-15,2000-08-15,https://patents.google.com/patent/US6104291A/en,https://patentimages.storage.googleapis.com/81/44/a0/8b56f80c1b0904/US6104291-drawings-page-3.png
US-9375185-B2,Systems and methods for acquiring calibration data usable in a pulse oximeter ,Masimo Corporation,"Ammar Al Ali, Don Carothers, David Dalke, Mohamed K. Diab, Julian M. Goldman, Massi E. Kiani, Michael Lee, Jerome Novak, Robert Smith",1999-01-25,2007-08-20,2016-06-28,2016-06-28,https://patents.google.com/patent/US9375185B2/en,https://patentimages.storage.googleapis.com/53/46/ec/d7b9e9ca9796fa/US09375185-20160628-D00000.png
US-11222217-B1,"Detection method using fusion network based on attention mechanism, and terminal device ",Tsinghua University,"Xinyu Zhang, Jun Li, Zhiwei Li, Qifan Tan, Li Wang",2020-08-14,2021-07-08,2022-01-11,2022-01-11,https://patents.google.com/patent/US11222217B1/en,https://patentimages.storage.googleapis.com/64/11/fb/dcd2a1275821a5/US11222217-20220111-D00000.png
US-4688195-A,Natural-language interface generating system ,Texas Instruments Incorporated,"Craig W. Thompson, Kenneth M. Ross",1983-01-28,1983-01-28,1987-08-18,1987-08-18,https://patents.google.com/patent/US4688195A/en,https://patentimages.storage.googleapis.com/77/fa/75/ef0e5752faeee3/US4688195-drawings-page-2.png
US-5864848-A,Goal-driven information interpretation and extraction system ,Microsoft Corporation,"Eric Horvitz, Erich S. Finkelstein",1997-01-31,1997-01-31,1999-01-26,1999-01-26,https://patents.google.com/patent/US5864848A/en,https://patentimages.storage.googleapis.com/69/c9/33/4e368c391050c5/US5864848-drawings-page-2.png
US-2004205514-A1,Hyperlink preview utility and method ,Microsoft Corporation,"Ralph Sommerer, Robert Tucker, Natasa Milic-Frayling",2002-06-28,2002-06-28,2004-10-14,,https://patents.google.com/patent/US20040205514A1/en,https://patentimages.storage.googleapis.com/b9/4b/91/16e1953df03c55/US20040205514A1-20041014-D00000.png
US-5309359-A,Method and apparatus for generating and utlizing annotations to facilitate computer text retrieval ,"Boris Katz, Winston Patrick H","Boris Katz, Patrick H. Winston",1990-08-16,1990-08-16,1994-05-03,1994-05-03,https://patents.google.com/patent/US5309359A/en,https://patentimages.storage.googleapis.com/f0/c8/82/035d02b4ab97a9/US5309359-drawings-page-2.png
US-4802218-A,Automated transaction system ,"Wright Technologies, L.P.","Christopher B. Wright, Stephen Bristow",1986-11-26,1986-11-26,1989-01-31,1989-01-31,https://patents.google.com/patent/US4802218A/en,https://patentimages.storage.googleapis.com/29/c1/cf/f531806300fdaa/US4802218-drawings-page-2.png
US-8702000-B2,Reading apparatus having partial frame operating mode ,"Hand Held Products, Inc.","Charles P. Barber, Carl W. Gerst, III, II George S. Smith, Robert M. Hussey, Robert C. Gardiner, Matthew W. Pankow",2001-01-22,2013-05-13,2014-04-22,2014-04-22,https://patents.google.com/patent/US8702000B2/en,https://patentimages.storage.googleapis.com/51/ae/89/9e258dcfb7ffd1/US08702000-20140422-D00000.png
US-5692107-A,Method for generating predictive models in a computer system ,"Lockheed Missiles & Space Company, Inc.","Evangelos Simoudis, Brian K. Livezey, Randy G. Kerber",1994-03-15,1996-09-20,1997-11-25,1997-11-25,https://patents.google.com/patent/US5692107A/en,https://patentimages.storage.googleapis.com/b2/ac/72/6013d7f9d5d0ed/US5692107-drawings-page-2.png
US-2002174106-A1,Method and apparatus for receiving information in response to a request ,"Actioneer, Inc.",Frederic Martin,1997-02-10,2000-12-07,2002-11-21,,https://patents.google.com/patent/US20020174106A1/en,https://patentimages.storage.googleapis.com/9c/e7/18/9a1a87f3aac1b2/US20020174106A1-20021121-D00000.png
US-10413155-B2,Endoscope system and the method of controlling the endoscope ,Olympus Corporation,Shintaro Inoue,2014-02-20,2016-08-17,2019-09-17,2019-09-17,https://patents.google.com/patent/US10413155B2/en,https://patentimages.storage.googleapis.com/e5/46/83/8742c4195b5de9/US10413155-20190917-D00000.png
US-6279018-B1,Abbreviating and compacting text to cope with display space constraint in computer software ,Kudrollis Software Inventions Pvt. Ltd.,"Abdus Samad Kudrolli, Parvez Kudrolli, Feroz Kudrolli",1998-12-21,1999-02-23,2001-08-21,2001-08-21,https://patents.google.com/patent/US6279018B1/en,https://patentimages.storage.googleapis.com/d4/9e/55/8c02787146ab7f/US6279018-drawings-page-2.png
US-6154879-A,Tokenless biometric ATM access system ,"Smarttouch, Inc.","David Ferrin Pare, Jr., Ned Hoffman, Jonathan Alexander Lee",1994-11-28,1999-02-05,2000-11-28,2000-11-28,https://patents.google.com/patent/US6154879A/en,https://patentimages.storage.googleapis.com/a8/a5/40/4feac04f46eade/US6154879-drawings-page-3.png
US-5739518-A,Autodiscrimination for dataform decoding and standardized recording ,Metanetics Corporation,Ynjiun P. Wang,1995-05-17,1995-05-17,1998-04-14,1998-04-14,https://patents.google.com/patent/US5739518A/en,https://patentimages.storage.googleapis.com/5f/ec/dc/fd20cdb7f42eaa/US5739518-drawings-page-2.png
US-6123263-A,Hand held dataform reader having strobing ultraviolet light illumination assembly for reading fluorescent dataforms ,Meta Holdings Corporation,Chen Feng,1998-01-29,1998-01-29,2000-09-26,2000-09-26,https://patents.google.com/patent/US6123263A/en,https://patentimages.storage.googleapis.com/ca/7e/df/a22f6c3af4dea6/US6123263-drawings-page-2.png
US-6111517-A,Continuous video monitoring using face recognition for access control ,Visionics Corporation,"Joseph J. Atick, Paul A. Griffin, A. Norman Redlich",1996-12-30,1996-12-30,2000-08-29,2000-08-29,https://patents.google.com/patent/US6111517A/en,https://patentimages.storage.googleapis.com/4d/ad/b9/7f547327e96f1c/US6111517-drawings-page-2.png
US-6044347-A,Methods and apparatus object-oriented rule-based dialogue management ,"Lucent Technologies Inc., At&T Corp.","Alicia Abella, Michael Kenneth Brown, Bruce Melvin Buntschuh",1997-08-05,1997-08-05,2000-03-28,2000-03-28,https://patents.google.com/patent/US6044347A/en,https://patentimages.storage.googleapis.com/d4/26/27/4e2e2dd16735ce/US6044347-drawings-page-8.png
US-5561446-A,Method and apparatus for wireless remote information retrieval and pen-based data entry ,Montlick; Terry F.,Terry F. Montlick,1994-01-28,1995-02-07,1996-10-01,1996-10-01,https://patents.google.com/patent/US5561446A/en,https://patentimages.storage.googleapis.com/5f/ba/c6/9a4825fa1d38cc/US5561446-drawings-page-2.png
US-2003009495-A1,Systems and methods for filtering electronic content ,Akli Adjaoute,Akli Adjaoute,2001-06-29,2001-06-29,2003-01-09,,https://patents.google.com/patent/US20030009495A1/en,https://patentimages.storage.googleapis.com/a1/c3/70/17004b91d01473/US20030009495A1-20030109-D00000.png
US-6356864-B1,Methods for analysis and evaluation of the semantic content of a writing based on vector length ,University Technology Corporation,"Peter William Foltz, Thomas K. Landauer, II Robert Darrell Laham, Walter Kintsch, Robert Ernest Rehder",1997-07-25,1998-07-23,2002-03-12,2002-03-12,https://patents.google.com/patent/US6356864B1/en,https://patentimages.storage.googleapis.com/78/1f/4b/93c785a2db8ef0/US6356864-drawings-page-3.png
US-6206293-B1,Magnetically communicative card ,"Motorola, Inc.","Jose Gutman, Michael J. DeLuca",1996-06-03,1997-12-01,2001-03-27,2001-03-27,https://patents.google.com/patent/US6206293B1/en,https://patentimages.storage.googleapis.com/5b/40/c3/6e2ff186824683/US6206293-drawings-page-2.png
US-2003187925-A1,Software engine for enabling proxy chat-room interaction ,"Inala Suman Kumar, Srihari Kumar","Suman Inala, Srihari Kumar",1998-12-08,2001-02-15,2003-10-02,,https://patents.google.com/patent/US20030187925A1/en,https://patentimages.storage.googleapis.com/91/36/d5/16575b83c1ff15/US20030187925A1-20031002-D00000.png
US-5743267-A,System and method to monitor the heart of a patient ,"Telecom Medical, Inc.","Serjan D. Nikolic, Gary Feierbach",1995-10-19,1995-10-27,1998-04-28,1998-04-28,https://patents.google.com/patent/US5743267A/en,https://patentimages.storage.googleapis.com/9f/5d/22/e461403da6cd79/US5743267-drawings-page-2.png
US-RE41333-E,Multi-tier method of developing localized calibration models for non-invasive blood analyte prediction ,"Sensys Medical, Inc.","Thomas B. Blank, Stephen L. Monfre, Timothy L. Ruchti, Suresh N. Thennadill",1999-07-22,2005-01-27,2010-05-11,2010-05-11,https://patents.google.com/patent/USRE41333E1/en,https://patentimages.storage.googleapis.com/e6/8e/72/84956427cedea6/USRE041333-20100511-D00000.png
US-5890175-A,Dynamic generation and display of catalogs ,"Wong; Garland, Pipp; Randall, Van Lydegraf; Eric","Garland Wong, Randall Pipp, Eric van Lydegraf",1996-09-25,1996-09-25,1999-03-30,1999-03-30,https://patents.google.com/patent/US5890175A/en,https://patentimages.storage.googleapis.com/f2/af/c6/9120434ceb2fd3/US5890175-drawings-page-2.png
US-6161082-A,Network based language translation system ,At&T Corp,"Randy G. Goldberg, Kenneth H. Rosen",1997-11-18,1997-11-18,2000-12-12,2000-12-12,https://patents.google.com/patent/US6161082A/en,https://patentimages.storage.googleapis.com/7d/c1/d3/c6292c39ab32a4/US6161082-drawings-page-2.png
US-2006112123-A1,Spreadsheet user-interfaced business data visualization and publishing system ,"Macnica, Inc.","Kyle Clark, Indra Heckenbach",2004-11-24,2005-09-08,2006-05-25,,https://patents.google.com/patent/US20060112123A1/en,https://patentimages.storage.googleapis.com/0c/be/ac/7f05733c7e59f4/US20060112123A1-20060525-D00000.png
US-8725311-B1,Driver health and fatigue monitoring system and method ,"American Vehicular Sciences, LLC",David S Breed,2011-03-14,2012-03-14,2014-05-13,2014-05-13,https://patents.google.com/patent/US8725311B1/en,https://patentimages.storage.googleapis.com/36/5e/1d/ef6209760bfd41/US08725311-20140513-D00000.png
US-6331867-B1,Electronic book with automated look-up of terms of within reference titles ,"Nuvomedia, Inc.","Martin F. Eberhard, Marc E. Tarpenning",1998-03-20,1998-05-28,2001-12-18,2001-12-18,https://patents.google.com/patent/US6331867B1/en,https://patentimages.storage.googleapis.com/37/aa/2d/0fffd752b93842/US6331867-drawings-page-3.png
US-9298257-B2,Apparatus and method for controlling avatar using expression control point ,"Samsung Electronics Co., Ltd.","Young Kyoo Hwang, Jung Bae Kim, Won Chul BANG, Do Kyoon Kim",2010-12-01,2011-11-30,2016-03-29,2016-03-29,https://patents.google.com/patent/US9298257B2/en,https://patentimages.storage.googleapis.com/70/69/3a/e4cdbd69a35bef/US09298257-20160329-D00000.png
US-6611816-B2,Method and computer network for co-ordinating a loan over the Internet ,"Lendingtree, Inc.","Douglas Lebda, Richard Stiegler",1998-05-08,2002-02-22,2003-08-26,2003-08-26,https://patents.google.com/patent/US6611816B2/en,https://patentimages.storage.googleapis.com/d0/d3/78/1356938b82e34e/US06611816-20030826-D00000.png
US-5999664-A,System for searching a corpus of document images by user specified document layout components ,Xerox Corporation,"James V. Mahoney, Jeanette L. Blomberg, Randall H. Trigg, Christian K. Shin",1997-11-14,1997-11-14,1999-12-07,1999-12-07,https://patents.google.com/patent/US5999664A/en,https://patentimages.storage.googleapis.com/a5/b4/d3/efa151472b5024/US5999664-drawings-page-3.png
US-6012039-A,Tokenless biometric electronic rewards system ,"Smarttouch, Inc.","Ned Hoffman, David Ferrin Pare, Jr., Jonathan Alexander Lee",1994-11-28,1999-02-05,2000-01-04,2000-01-04,https://patents.google.com/patent/US6012039A/en,https://patentimages.storage.googleapis.com/15/4f/0a/507aa941e14d35/US6012039-drawings-page-2.png
US-5850470-A,Neural network for locating and recognizing a deformable object ,"Siemens Corporate Research, Inc., The Trustees Of Princeton University","Sun-Yuan Kung, Shang-Hung Lin, Long-Ji Lin, Ming Fang",1995-08-30,1995-08-30,1998-12-15,1998-12-15,https://patents.google.com/patent/US5850470A/en,https://patentimages.storage.googleapis.com/a8/1c/d4/f017ec44bbdb8b/US5850470-drawings-page-2.png
US-5283422-B1,Information transfer and use particularly with respect to counterfeit detection ,Cias Inc,"Leonard Storch, Van Ernst Haagen",1986-04-18,1992-08-10,2000-10-17,2000-10-17,https://patents.google.com/patent/US5283422B1/en,https://patentimages.storage.googleapis.com/59/e1/d2/fe4cc20f00c7e7/US5283422-drawings-page-3.png
US-6282317-B1,Method for automatic determination of main subjects in photographic images ,Eastman Kodak Company,"Jiebo Luo, Stephen Etz, Amit Singhal",1998-12-31,1998-12-31,2001-08-28,2001-08-28,https://patents.google.com/patent/US6282317B1/en,https://patentimages.storage.googleapis.com/89/d8/7e/794e68bf226e45/US6282317-drawings-page-2.png
US-6996520-B2,Language translation system and method using specialized dictionaries ,"Transclick, Inc.",Robert E. Levin,2002-11-22,2003-11-14,2006-02-07,2006-02-07,https://patents.google.com/patent/US6996520B2/en,https://patentimages.storage.googleapis.com/01/d4/7a/99a488a3375eeb/US06996520-20060207-D00000.png
US-8046193-B2,Determining process condition in substrate processing module ,Kla-Tencor Corporation,"Forrest Gilbert Yetter, Jr., Jeffrey M. Parker, Wayne G. Renken, John B. Pieper",2004-07-07,2008-04-21,2011-10-25,2011-10-25,https://patents.google.com/patent/US8046193B2/en,https://patentimages.storage.googleapis.com/2e/6e/56/65e3448989e38a/US08046193-20111025-D00000.png
US-7027975-B1,Guided natural language interface system and method ,"Object Services And Consulting, Inc.","Paul N. Pazandak, Craig Thompson",2000-08-08,2000-08-08,2006-04-11,2006-04-11,https://patents.google.com/patent/US7027975B1/en,https://patentimages.storage.googleapis.com/da/68/79/dda0fcfd2d71d1/US07027975-20060411-D00000.png
